# 14.3、14.4 合并转写稿
转写时间：2026-06-14 18:37:33
模型：faster-whisper-base，本地 CPU int8

# 14.3.m4a 转写稿
来源文件：/Users/xiaodi/Downloads/14.3.m4a

[0002.06 - 0005.82] 或一点油浅就用一条直线与这条直线平行
[2542.81 - 2543.81] 结论
[2543.81 - 2544.81] 结论
[2544.81 - 2546.81] 所以其实就是个问题
[2547.81 - 2548.81] 规律
[2549.81 - 2550.81] 规律
[2550.81 - 2551.81] 对不对
[2551.81 - 2552.81] 包括我们刚才那个
[2552.81 - 2553.81] 你们那个
[2553.81 - 2554.81] 里面那个三角形书
[2554.81 - 2555.81] 四边形书
[2555.81 - 2556.81] 五边形书的
[2556.81 - 2557.81] 所以也是规律
[2557.81 - 2558.81] 要找规律啊
[2558.81 - 2559.81] 他们啊
[2559.81 - 2560.81] 出意上他没出考
[2560.81 - 2561.81] 我的了
[2561.81 - 2562.81] 他想要逃离你家去找
[2562.81 - 2563.81] 再规律你拿一点
[2563.81 - 2564.81] 好吧
[2564.81 - 2565.81] 诶啊
[2565.81 - 2566.81] 我们就做意了吧

